TITLE A	TITLE B	SIMILARITY 
Usado: Iphone 8 Apple 64gb Dourado	Iphone 6 Plus 64gb Tela 5'5 12mp 4k Touchid Apple Rfb Desbl.	[[0.70710678]]
Usado: Iphone 8 Apple 64gb Dourado	Apple Iphone 8 Plus 64gb Anatel	[[0.77459667]]
Usado: Iphone 8 Apple 64gb Dourado	Iphone 8 Apple Plus Com 64gb Dourado	[[0.77459667]]
Usado: Iphone 8 Apple 64gb Dourado	Apple Iphone 8 64gb - Lacrado - Anatel	[[0.77459667]]
Usado: Iphone 8 Apple 64gb Dourado	Apple Iphone X 64gb Preto Anatel Lacrado	[[0.77459667]]
Usado: Iphone 8 Apple 64gb Dourado	Apple Iphone X 64gb Preto Anatel Lacrado	[[0.77459667]]
"Smartphone Samsung Galaxy A7 128GB Dual Chip Android 8.0 Tela 6"" Octa-Core 2.2GHz 4G Câmera Triple - Cobre"	"Smartphone Samsung Galaxy A7 4G Duos SM-A700FD Branco com Dual Chip, Tela 5.5"", 4G, Android 4.4, Câmera 13MP e Processador Octa Core"	[[0.72392277]]
"Smartphone Samsung Galaxy A7 128GB Dual Chip Android 8.0 Tela 6"" Octa-Core 2.2GHz 4G Câmera Triple - Cobre"	"Smartphone Samsung Galaxy S8 Plus Dual Chip Prata com 64GB, Tela 6.2"", Android 7.0, 4G, Câmera 12MP e Octa-Core"	[[0.70588235]]
"Smartphone Samsung Galaxy A7 128GB Dual Chip Android 8.0 Tela 6"" Octa-Core 2.2GHz 4G Câmera Triple - Cobre"	"Smartphone Samsung Galaxy S8 Plus Dual Chip Ametista com 64GB, Tela 6.2"", Android 7.0, 4G, Câmera 12MP e Octa-Core"	[[0.70588235]]
"Smartphone Samsung Galaxy A7 128GB Dual Chip Android 8.0 Tela 6"" Octa-Core 2.2GHz 4G Câmera Triple - Cobre"	"Smartphone Samsung Galaxy S8 Plus Dual Chip Preto com 64GB, Tela 6.2"", Android 7.0, 4G, Câmera 12MP e Octa-Core"	[[0.70588235]]
"Smartphone Samsung Galaxy A7 128GB Dual Chip Android 8.0 Tela 6"" Octa-Core 2.2GHz 4G Câmera Triple - Cobre"	"Smartphone Samsung Galaxy S8 Plus Dual Chip Prata com 64GB, Tela 6.2"", Android 7.0, 4G, Câmera 12MP e Octa-Core - CLARO"	[[0.70588235]]
"Smartphone Samsung Galaxy A7 128GB Dual Chip Android 8.0 Tela 6"" Octa-Core 2.2GHz 4G Câmera Triple - Cobre"	"Smartphone Samsung Galaxy S9+ Dual Chip Android 8.0 Tela 6.2"" Octa-Core 2.8GHz 128GB 4G Câmera 12MP Dual Cam - Ultravioleta"	[[0.74095857]]
iPhone 6s 64GB Prata Desbloqueado iOS 9 4G 12MP - Apple	Iphone 7 128gb 4g 4'7 12mp 4k Touchid Apple Rfb Desbloqueado	[[0.72168784]]
"Smartphone Motorola Moto G5S Plus Dual Chip Android 7.1.1 Nougat Tela 5.5"" Snapdragon 625 32GB 4G 13MP Câmera Dupla - Platinum"	"Smartphone Motorola Moto G5s Plus XT1802 Platinum 32GB, Tela 5.5"", Dual Chip, TV Digital, Android 7.1, Câmera Traseira Dupla 13MP e 3GB RAM"	[[0.77151675]]
"Smartphone Motorola Moto G5S Plus Dual Chip Android 7.1.1 Nougat Tela 5.5"" Snapdragon 625 32GB 4G 13MP Câmera Dupla - Platinum"	"Smartphone Motorola Moto G5s Plus XT1802 Azul Topázio 32GB, Tela 5.5"", Dual Chip, TV Digital, Android 7.1, Câmera Traseira Dupla 13MP e 3GB RAM"	[[0.70352647]]
"Smartphone Motorola Moto G5S Plus Dual Chip Android 7.1.1 Nougat Tela 5.5"" Snapdragon 625 32GB 4G 13MP Câmera Dupla - Platinum"	"Smartphone Motorola Moto G5s Plus XT1802 Ouro Rosé 32GB, Tela 5.5"", Dual Chip, TV Digital, Android 7.1, Câmera Traseira Dupla 13MP e 3GB RAM"	[[0.7200823]]
Smartphone Samsung Galaxy J8 SM-J810M	Samsung J810m Galaxy J8 64gb	[[0.73029674]]
"Smartphone Samsung Galaxy S7 Edge Android 6.0 Tela 5.5"" 32GB 4G Câmera 12MP - Prata"	"Smartphone Samsung Galaxy S7 edge Black Piano com 128GB, Tela 5.5"", Android 6.0, 4G, Câmera 12MP, Processador Octa-Core e 4GB RAM"	[[0.7284928]]
Usado: Iphone 6S Apple 64GB Rosa	Iphone X 64gb Apple Lacrado	[[0.75]]
Usado: Iphone 6S Apple 64GB Rosa	Apple Iphone 6 64gb Rfb Lacrado! Oferta Imperdível! Confira!	[[0.75]]
Usado: Iphone 7 Apple 128gb Preto Brilhante	Iphone 7 128gb 4g 4'7 12mp 4k Touchid Apple Rfb Desbloqueado	[[0.70710678]]
Seminovo: Samsung Galaxy S9 G9600/ds 128gb Preto Usado	Samsung Galaxy S9 128gb Preto Sm-g9600/ds Anatel Lacrado	[[0.70710678]]
"Smartphone Samsung Galaxy J6 Infinity SM-J600G/DS Dual SIM 64GB 5.6"" 13/8MP OS 8.0 - Dourado"	Smartphone Samsung Galaxy J6 Sm-j600g/ds Dual Sim 32gb .	[[0.73960026]]
"Smartphone Sony Xperia XA1 Plus G3423 3GB/32GB LTE 1Sim 5.5"" Câm.23MP+8MP-Dourado"	Smartphone Sony Xperia Xa1 Ultra G3223 32gb 1sim	[[0.70710678]]
Smartphone Samsung Galaxy S8 64GB - Preto	Smartphone Samsung Galaxy S8+ Dourado Tela 6,2  Android 7.0	[[0.73029674]]
Smartphone Samsung Galaxy S8 64GB - Preto	Smartphone Samsung Galaxy S8+ Dourado Tela 6,2  Android 7.0	[[0.73029674]]
Smartphone Samsung Galaxy S8 64GB - Preto	Smartphone Samsung Galaxy S8 + Plus Tela 6.2 Dual Sim 64gb	[[0.74535599]]
Smartphone Samsung Galaxy S8 64GB - Preto	Smartphone Samsung Galaxy A7 2017 64gb Rosa	[[0.73029674]]
"Smartphone Motorola Moto E5 Plus Dual Chip Android Oreo - 8.0 Tela 5.9"" Quad-Core 1.4 GHz 16GB 4G Câmera 12MP - Grafite"	"Smartphone Motorola Moto E5 XT1944 Ouro com 16GB, Tela 5.7"", Dual Chip, Android 8.0, 4G, Câmera 13MP, Processador Quad-Core e 2GB de RAM"	[[0.70087664]]
"Smartphone Motorola Moto E5 Plus Dual Chip Android Oreo - 8.0 Tela 5.9"" Quad-Core 1.4 GHz 16GB 4G Câmera 12MP - Grafite"	"Smartphone Motorola Moto E5 XT1944 Platinum com 16GB, Tela 5.7"", Dual Chip, Android 8.0, 4G, Câmera 13MP, Processador Quad-Core e 2GB de RAM"	[[0.70087664]]
Usado: Samsung Galaxy J8 64gb Preto Excelente - Trocafone	Samsung J810m Galaxy J8 64gb	[[0.73029674]]
"Smartphone Samsung Galaxy J7 Prime 2 Dual Chip Android 7.1 Tela 5.5"" Octa-Core 1.6GHz 32GB 4G Câmera 13MP com TV - Dourado"	"Smartphone Samsung Galaxy A7 4G Duos SM-A700FD Branco com Dual Chip, Tela 5.5"", 4G, Android 4.4, Câmera 13MP e Processador Octa Core"	[[0.73367398]]
"Smartphone Samsung Galaxy J7 Prime 2 Dual Chip Android 7.1 Tela 5.5"" Octa-Core 1.6GHz 32GB 4G Câmera 13MP com TV - Dourado"	"Smartphone Samsung Galaxy S8 Plus Dual Chip Prata com 64GB, Tela 6.2"", Android 7.0, 4G, Câmera 12MP e Octa-Core"	[[0.72333935]]
"Smartphone Samsung Galaxy J7 Prime 2 Dual Chip Android 7.1 Tela 5.5"" Octa-Core 1.6GHz 32GB 4G Câmera 13MP com TV - Dourado"	"Smartphone Samsung Galaxy S8 Plus Dual Chip Ametista com 64GB, Tela 6.2"", Android 7.0, 4G, Câmera 12MP e Octa-Core"	[[0.72333935]]
"Smartphone Samsung Galaxy J7 Prime 2 Dual Chip Android 7.1 Tela 5.5"" Octa-Core 1.6GHz 32GB 4G Câmera 13MP com TV - Dourado"	"Smartphone Samsung Galaxy S8 Plus Dual Chip Preto com 64GB, Tela 6.2"", Android 7.0, 4G, Câmera 12MP e Octa-Core"	[[0.72333935]]
"Smartphone Samsung Galaxy J7 Prime 2 Dual Chip Android 7.1 Tela 5.5"" Octa-Core 1.6GHz 32GB 4G Câmera 13MP com TV - Dourado"	"Smartphone Samsung Galaxy J7 Neo Dourado com 16GB, Tela 5.5"", Câmera 13MP, TV Digital HD, Dual Chip, Android, 7.0, Processador Octa Core e 2GB RAM"	[[0.73367398]]
"Smartphone Samsung Galaxy J7 Prime 2 Dual Chip Android 7.1 Tela 5.5"" Octa-Core 1.6GHz 32GB 4G Câmera 13MP com TV - Dourado"	"Smartphone Samsung Galaxy J7 Neo Preto com 16GB, Tela 5.5"", Câmera 13MP, TV Digital HD, Dual Chip, Android, 7.0, Processador Octa Core e 2GB RAM"	[[0.73367398]]
"Smartphone Samsung Galaxy J7 Prime 2 Dual Chip Android 7.1 Tela 5.5"" Octa-Core 1.6GHz 32GB 4G Câmera 13MP com TV - Dourado"	"Smartphone Samsung Galaxy S8 Plus Dual Chip Prata com 64GB, Tela 6.2"", Android 7.0, 4G, Câmera 12MP e Octa-Core - CLARO"	[[0.72333935]]
"Smartphone Motorola Moto E5 Plus Dual Chip Android Oreo - 8.0 Tela 6""  Quad-Core 1.4 GHz 16GB 4G Câmera 12MP - Ouro"	"Smartphone Motorola Moto E5 XT1944 Ouro com 16GB, Tela 5.7"", Dual Chip, Android 8.0, 4G, Câmera 13MP, Processador Quad-Core e 2GB de RAM"	[[0.75093926]]
"Smartphone Motorola Moto E5 Plus Dual Chip Android Oreo - 8.0 Tela 6""  Quad-Core 1.4 GHz 16GB 4G Câmera 12MP - Ouro"	"Smartphone Motorola Moto E5 XT1944 Platinum com 16GB, Tela 5.7"", Dual Chip, Android 8.0, 4G, Câmera 13MP, Processador Quad-Core e 2GB de RAM"	[[0.70087664]]
Usado: Motorola Moto E4 Plus 16GB Ouro	Motorola Moto C Plus XT1726	[[0.70710678]]
Usado: Motorola Moto E4 Plus 16GB Ouro	Smartphone Motorola Moto E4 Plus Xt1771 Xt1773 16gb 5.5 Gold	[[0.77151675]]
Usado: Iphone 6s Plus Apple 64gb Prata	Iphone Apple 8 64gb Plus Debloq S/juros Leia An�ncio	[[0.73029674]]
Usado: Iphone 6s Plus Apple 64gb Prata	Smartphone Apple Iphone 8 Plus 64gb Tela 5,5	[[0.73029674]]
Usado: Iphone 6s Plus Apple 64gb Prata	Iphone 6 Plus 64gb Tela 5'5 12mp 4k Touchid Apple Rfb Desbl.	[[0.73029674]]
Usado: Iphone 6s Plus Apple 64gb Prata	Apple Iphone 8 Plus 64gb Anatel	[[0.8]]
Usado: Iphone 6s Plus Apple 64gb Prata	Iphone 8 Apple Plus Com 64gb Dourado	[[0.8]]
Usado: Moto Z2 Play Motorola Xt1710 Dual 64gb Platinum	Motorola Xt1710 Moto Z2 Play Dual Chip 64gb Original | Novo	[[0.78262379]]
Usado: Moto Z2 Play Motorola Xt1710 Dual 64gb Platinum	Celular Smartphone Motorola Moto Z2 Play 64gb Gold Xt1710-08	[[0.70710678]]
Usado: Iphone 6 Plus Apple 64gb Cinza Espacial - Bom	Apple Iphone 8 Plus 64gb Anatel	[[0.73029674]]
Usado: Iphone 6 Plus Apple 64gb Cinza Espacial - Bom	Iphone 8 Apple Plus Com 64gb Dourado	[[0.73029674]]
Seminovo: Samsung Galaxy J7 Prime Rosa Usado	Samsung Galaxy J7 Prime 32gb Original Usado	[[0.77151675]]
Seminovo: Samsung Galaxy J7 Prime Rosa Usado	Samsung Galaxy J7 Prime 2 Tv	[[0.73029674]]
Usado: Samsung Galaxy J5 Pro 32gb Dourado	Celular Samsung Galaxy J5 Pro Sm-j530g/ds 32gb Dourado	[[0.74535599]]
Usado: Samsung Galaxy J5 Pro 32gb Preto	Celular Samsung Galaxy J5 Pro Sm-j530g/ds 32gb Dourado	[[0.74535599]]
"Smartphone 64GB 4GB RAM Tela 6.26"", 4G, Preto"	Smartphone Xiaomi Redmi Note 5 64gb 4gb Ram 4g Tela 5.99	[[0.71713717]]
Smartphone Motorola Moto G6 Plus Dual Chip Android Oreo - Indigo	Smartphone Motorola Moto C Plus Android 7.0 16gb Dual Chip	[[0.78262379]]
Smartphone Motorola Moto G6 Plus Dual Chip Android Oreo - Indigo	Smartphone Motorola Moto E5 Plus Dual Chip Prom Dia Das Cria	[[0.71713717]]
Smartphone Motorola Moto G6 Plus XT1926-9 - 64GB - Dual-Sim - Azul	Celular Motorola Moto G6 Plus Dual 64gb 4gbram Tv Xt1926-8	[[0.77777778]]
Smartphone Motorola Moto G6 Plus XT1926-9 - 64GB - Dual-Sim - Azul	Smartphone Motorola Moto G6 Plus 64gb Azul Topázio	[[0.70710678]]
Smartphone Motorola Moto G6 Plus XT1926-9 - 64GB - Dual-Sim - Azul	Smartphone Motorola Moto G6 Plus 64gb Octacore2.2ghz Topazio	[[0.75592895]]
Smartphone Motorola Moto G6 Plus XT1926-9 - 64GB - Dual-Sim - Azul	Motorola Moto G6 Plus Azul Topazio Dual 5.9  64gb 4g 12mp	[[0.70710678]]
Usado: Iphone 6 Plus Apple 64gb Cinza Espacial	Iphone Apple 8 64gb Plus Debloq S/juros Leia An�ncio	[[0.73029674]]
Usado: Iphone 6 Plus Apple 64gb Cinza Espacial	Smartphone Apple Iphone 8 Plus 64gb Tela 5,5	[[0.73029674]]
Usado: Iphone 6 Plus Apple 64gb Cinza Espacial	Iphone 6 Plus 64gb Tela 5'5 12mp 4k Touchid Apple Rfb Desbl.	[[0.73029674]]
Usado: Iphone 6 Plus Apple 64gb Cinza Espacial	Apple Iphone 8 Plus 64gb Anatel	[[0.8]]
Usado: Iphone 6 Plus Apple 64gb Cinza Espacial	Iphone 8 Plus Apple 64gb Retina Hd 5,5 Ios 11 4g Espacial	[[0.70710678]]
Usado: Iphone 6 Plus Apple 64gb Cinza Espacial	Iphone 8 Apple Plus Com 64gb Dourado	[[0.8]]
Usado: Motorola Moto G6 Play 32gb Indigo Muito Bom - Trocafone	Smartphone Motorola Moto G6 Play 32gb Indigo Xt1922/i	[[0.70710678]]
Usado: Motorola Moto G6 Play 32gb Indigo Muito Bom - Trocafone	Motorola Moto G6 Play 32gb Indigo Xt1922 Leia Anuncio	[[0.70710678]]
"Smartphone Samsung Galaxy J6 Infinity SM-J600G/DS Dual SIM 64GB 5.6"" 13/8MP OS 8.0 - Azul"	Smartphone Samsung Galaxy J6 Sm-j600g/ds Dual Sim 32gb .	[[0.73960026]]
USADO: Iphone Se Apple 16GB Dourado	Smartphone Apple Iphone 5c 16gb Original Apple	[[0.70710678]]
Usado: Iphone 6 Apple 16GB Prata	Apple Iphone 5 16gb 100% Original Promoção Imperdivel!!!!!!!	[[0.70710678]]
Usado: Iphone 6 Apple 16GB Prata	Iphone 6 16gb Apple Tela 4,7 Original Apple Bluetooth	[[0.76980036]]
Usado: Iphone 6 Apple 16GB Prata	Iphone 6 16gb Apple Tela 4,7 Garantia Novo Original Apple	[[0.73029674]]
Usado: Iphone 6 Apple 16GB Prata	Iphone 6 16gb 4'7 8mp Desbl. Apple Original, A Vista R$1.249	[[0.77459667]]
"Smartphone Samsung Galaxy J4 32GB Dual Chip Android 8.0 Tela 5.5"" Quad-Core 1.4GHz 4G Câmera 13MP - Preto"	"Smartphone  Samsung Galaxy S5 Duos SM-G900 Preto com Dual Chip,Tela 5.1"", Android 4.4, 4G, Câmera 16MP e Processador Quad Core 2.5GHz"	[[0.70710678]]
"Smartphone Samsung Galaxy J4 32GB Dual Chip Android 8.0 Tela 5.5"" Quad-Core 1.4GHz 4G Câmera 13MP - Preto"	"Smartphone Samsung Galaxy A5 4G Duos A500M/DS Dourado com Dual Chip, Tela 5"", Android 4.4, Câm.13MP e Processador Quad Core 1.2GHz"	[[0.70710678]]
"Smartphone Samsung Galaxy J4 32GB Dual Chip Android 8.0 Tela 5.5"" Quad-Core 1.4GHz 4G Câmera 13MP - Preto"	"Smartphone Samsung Galaxy J7 Prime 2 Dual Chip Android 7.1 Tela 5.5"" Octa-Core 1.6GHz 32GB 4G Câmera 13MP com TV - Dourado"	[[0.74560114]]
Usado: Moto Z2 Play Motorola Xt1710 Dual 64gb Dourado Seminovo Bom	Motorola Xt1710 Moto Z2 Play Dual Chip 64gb Original | Novo	[[0.73786479]]
Usado: Moto Z2 Play Motorola Xt1710 Dual 64gb Dourado Seminovo Bom	"Smartphone Motorola Moto Z2 Play Xt1710 4gb/64gb 5.5"" Dual"	[[0.77777778]]
"Smartphone Motorola Moto E4 Plus Dual Chip Android 7.1.1 Nougat Tela 5,5"" Quad-Core 1.3GHz 16GB 4G Câmera 13MP - Titanium"	"Smartphone Motorola Moto E4 Plus Azul Safira 16GB, Tela 5.5"", Dual Chip, Android 7.1, Bateria 5.000 mAh, Câmera 13MP, Processador Quad-Core e 2GB RAM"	[[0.73367398]]
"Smartphone Motorola Moto E4 Plus Dual Chip Android 7.1.1 Nougat Tela 5,5"" Quad-Core 1.3GHz 16GB 4G Câmera 13MP - Titanium"	"Smartphone Motorola Moto E4 XT1763 Titanium com 16GB, Tela 5"", Dual Chip, Android 7.1, 4G, Câmera 8MP, Processador Quad-Core e 2GB de RAM"	[[0.75093926]]
"Smartphone Motorola Moto E4 Plus Dual Chip Android 7.1.1 Nougat Tela 5,5"" Quad-Core 1.3GHz 16GB 4G Câmera 13MP - Titanium"	"Smartphone Motorola Moto E4 Plus Titanium 16GB, Tela 5.5"", Dual Chip, Android 7.1, Bateria 5.000 mAh, Câmera 13MP, Processador Quad-Core e 2GB de RAM"	[[0.7653838]]
"Smartphone Motorola Moto E4 Plus Dual Chip Android 7.1.1 Nougat Tela 5,5"" Quad-Core 1.3GHz 16GB 4G Câmera 13MP - Titanium"	"Smartphone Motorola Moto E4 Plus Ouro 16GB, Tela 5.5"", Dual Chip, Android 7.1, Bateria 5.000 mAh, Câmera 13MP, Processador Quad-Core e 2GB de RAM"	[[0.71754731]]
"Smartphone Motorola Moto E4 Plus Dual Chip Android 7.1.1 Nougat Tela 5,5"" Quad-Core 1.3GHz 16GB 4G Câmera 13MP - Titanium"	"Smartphone Motorola Moto E4 XT1763 Azul Safira com 16GB, Tela 5"", Dual Chip, Android 7.1, 4G, Câmera 8MP, Processador Quad-Core e 2GB de RAM"	[[0.70087664]]
"Smartphone Motorola Moto E4 Plus Dual Chip Android 7.1.1 Nougat Tela 5,5"" Quad-Core 1.3GHz 16GB 4G Câmera 13MP - Titanium"	"Smartphone Motorola Moto E4 XT1763 Rose com 16GB, Tela 5"", Dual Chip, Android 7.1, 4G, Câmera 8MP, Processador Quad-Core e 2GB de RAM"	[[0.70087664]]
"Smartphone Motorola Moto E4 Plus Dual Chip Android 7.1.1 Nougat Tela 5,5"" Quad-Core 1.3GHz 16GB 4G Câmera 13MP - Titanium"	"Smartphone Motorola Moto E5 XT1944 Ouro com 16GB, Tela 5.7"", Dual Chip, Android 8.0, 4G, Câmera 13MP, Processador Quad-Core e 2GB de RAM"	[[0.70087664]]
"Smartphone Motorola Moto E4 Plus Dual Chip Android 7.1.1 Nougat Tela 5,5"" Quad-Core 1.3GHz 16GB 4G Câmera 13MP - Titanium"	"Smartphone Motorola Moto E5 XT1944 Platinum com 16GB, Tela 5.7"", Dual Chip, Android 8.0, 4G, Câmera 13MP, Processador Quad-Core e 2GB de RAM"	[[0.70087664]]
Smartphone Motorola Moto E5 Dual Chip 16GB - Ouro	Smartphone Motorola Moto C Plus Android 7.0 16gb Dual Chip	[[0.75]]
"Smartphone Samsung Galaxy J2 Prime Dual Chip Android 6.0.1 Tela 5"" Quad-Core 1.4 GHz 16GB 4G Câmera 8MP - Preto"	"Smartphone Samsung Galaxy J2 Prime TV Dourado com 8GB, Dual chip, Tela 5"", TV Digital, 4G, Câmera 8MP, Android 6.0 e Processador Quad Core de 1.4 Ghz"	[[0.776114]]
"Smartphone Samsung Galaxy J2 Prime Dual Chip Android 6.0.1 Tela 5"" Quad-Core 1.4 GHz 16GB 4G Câmera 8MP - Preto"	"Smartphone Samsung Galaxy J2 Prime TV Preto com 8GB, Dual chip, Tela 5"", TV Digital, 4G, Câmera 8MP, Android 6.0 e Processador Quad Core de 1.4 Ghz"	[[0.776114]]
Seminovo: Samsung Galaxy J7 Prime Preto Usado	Samsung Galaxy J7 Prime 32gb Original Usado	[[0.77151675]]
Seminovo: Samsung Galaxy J7 Prime Preto Usado	Samsung Galaxy J7 Prime 2 Tv	[[0.73029674]]
"Smartphone Motorola Moto C Plus Dual Chip Android 7.0 Tela 5"" Quad-Core 16GB 4G Wi-Fi Câmera 8MP - Preto"	"Smartphone Motorola Moto E4 XT1763 Ouro Rose com 16GB, Tela 5"", Dual Chip, Android 7.1, 4G, Câmera 8MP, Processador Quad-Core e 2GB de RAM"	[[0.72392277]]
"Smartphone Motorola Moto C Plus Dual Chip Android 7.0 Tela 5"" Quad-Core 16GB 4G Wi-Fi Câmera 8MP - Preto"	"Smartphone Motorola Moto E4 XT1763 Titanium com 16GB, Tela 5"", Dual Chip, Android 7.1, 4G, Câmera 8MP, Processador Quad-Core e 2GB de RAM"	[[0.74095857]]
"Smartphone Motorola Moto C Plus Dual Chip Android 7.0 Tela 5"" Quad-Core 16GB 4G Wi-Fi Câmera 8MP - Preto"	"Smartphone Motorola Moto C Plus XT1726 Ouro com 8GB, Tela 5"", TV Digital, Dual Chip, Android 7.0, 4G, Câmera 8MP, Processador Quad-Core e 1GB de RAM"	[[0.70801043]]
"Smartphone Motorola Moto C Plus Dual Chip Android 7.0 Tela 5"" Quad-Core 16GB 4G Wi-Fi Câmera 8MP - Preto"	"Smartphone Motorola Moto E4 XT1763 Azul Safira com 16GB, Tela 5"", Dual Chip, Android 7.1, 4G, Câmera 8MP, Processador Quad-Core e 2GB de RAM"	[[0.74095857]]
"Smartphone Motorola Moto C Plus Dual Chip Android 7.0 Tela 5"" Quad-Core 16GB 4G Wi-Fi Câmera 8MP - Preto"	"Smartphone Motorola Moto E4 XT1763 Rose com 16GB, Tela 5"", Dual Chip, Android 7.1, 4G, Câmera 8MP, Processador Quad-Core e 2GB de RAM"	[[0.74095857]]
Usado: Moto G 4gen Plus Xt1640 Motorola 32gb Preto	Motorola Moto C Plus XT1726	[[0.70710678]]
Usado: Moto G 4gen Plus Motorola 32gb Preto - Bom	Motorola Moto C Plus XT1726	[[0.70710678]]
"Smartphone LG K9 Dual Chip Android 7.0 Tela 5"" Quad Core 1.3 Ghz 16GB 4G Câmera 8MP - Preto"	"Smartphone LG L90 Dual D410 Preto com Tela de 4.7"", Dual Chip, Android 4.4, Câmera 8MP e Processador Quad Core de 1.2 GHz"	[[0.73246702]]
Usado: Moto G5 Dual 32gb 4g Cinza Xt1672	Motorola Moto G5 Xt1671 | 32gb | Dual | Android 7.0 |	[[0.73029674]]
"Smartphone Mirage 71s Dual Chip Android 5.1 Tela 5.5"" Quad Core 8GB 3G Wi-Fi Câmera 8MP - Preto"	"Smartphone Multilaser MS50 Colors Preto com Tela 5.0"", Dual Chip, Android 5.0, Câmera 8MP, Wi-Fi, 3G, Bluetooth e Processador Quad Core de 1.3 GHz"	[[0.73246702]]
"Smartphone Mirage 71s Dual Chip Android 5.1 Tela 5.5"" Quad Core 8GB 3G Wi-Fi Câmera 8MP - Preto"	"Smartphone Multilaser MS50 Colors Branco com Tela 5.0"", Dual Chip, Android 5.0, Câmera 8MP, Wi-Fi, 3G, Bluetooth e Processador Quad Core de 1.3 GHz"	[[0.71562645]]
"Smartphone Mirage 71s Dual Chip Android 5.1 Tela 5.5"" Quad Core 8GB 3G Wi-Fi Câmera 8MP - Preto"	"Smartphone Multilaser MS50 Senior Preto com Tela 5.0"", Dual Chip, Android 5.0, Câmera 8MP, Wi-Fi, 3G, Bluetooth e Processador Quad Core de 1.3 GHz"	[[0.75055535]]
"Smartphone Mirage 71s Dual Chip Android 5.1 Tela 5.5"" Quad Core 8GB 3G Wi-Fi Câmera 8MP - Dourado"	"Smartphone Multilaser MS50 Colors Preto com Tela 5.0"", Dual Chip, Android 5.0, Câmera 8MP, Wi-Fi, 3G, Bluetooth e Processador Quad Core de 1.3 GHz"	[[0.73246702]]
"Smartphone Mirage 71s Dual Chip Android 5.1 Tela 5.5"" Quad Core 8GB 3G Wi-Fi Câmera 8MP - Dourado"	"Smartphone Multilaser MS50 Colors Branco com Tela 5.0"", Dual Chip, Android 5.0, Câmera 8MP, Wi-Fi, 3G, Bluetooth e Processador Quad Core de 1.3 GHz"	[[0.71562645]]
"Smartphone Mirage 71s Dual Chip Android 5.1 Tela 5.5"" Quad Core 8GB 3G Wi-Fi Câmera 8MP - Dourado"	"Smartphone Multilaser MS50 Senior Preto com Tela 5.0"", Dual Chip, Android 5.0, Câmera 8MP, Wi-Fi, 3G, Bluetooth e Processador Quad Core de 1.3 GHz"	[[0.75055535]]
Usado: Iphone 6S Plus Apple 64GB Prata	Iphone Apple 8 64gb Plus Debloq S/juros Leia An�ncio	[[0.73029674]]
Usado: Iphone 6S Plus Apple 64GB Prata	Smartphone Apple Iphone 8 Plus 64gb Tela 5,5	[[0.73029674]]
Usado: Iphone 6S Plus Apple 64GB Prata	Iphone 6 Plus 64gb Tela 5'5 12mp 4k Touchid Apple Rfb Desbl.	[[0.73029674]]
Usado: Iphone 6S Plus Apple 64GB Prata	Apple Iphone 8 Plus 64gb Anatel	[[0.8]]
Usado: Iphone 6S Plus Apple 64GB Prata	Iphone 8 Apple Plus Com 64gb Dourado	[[0.8]]
Smartphone Motorola Moto C 8gb Xt1750 3g - Preto	Celular Smartphone Motorola Moto C Xt1750 8gb Dual Chip	[[0.72168784]]
"Smartphone Multilaser Ms50 Colors Dual Chip Android 5"" Quad-Core 4 8GB 3G 8MP + 3 Cases - Branco"	"Smartphone Multilaser MS50 Colors Branco com Tela 5.0"", Dual Chip, Android 5.0, Câmera 8MP, Wi-Fi, 3G, Bluetooth e Processador Quad Core de 1.3 GHz"	[[0.70957488]]
"Smartphone Asus Zenfone Zoom S Dual Chip Android 6.0 Tela 5.5"" QUALCOMM SNAPDRAGON 8953 64GB 4G Câmera 12MP Dual Cam + Capa - Preto"	Smartphone ASUS Zenfone 3 Zoom ZE553KL Preto com 64GB, Tela 5.5, Dual Chip, Android 6.0, 4G, Câmera Dual 12MP, Processador Octa-Core e 4GB de RAM	[[0.73029674]]
"Smartphone Asus Zenfone Zoom S Dual Chip Android 6.0 Tela 5.5"" QUALCOMM SNAPDRAGON 8953 64GB 4G Câmera 12MP Dual Cam + Capa - Preto"	Smartphone ASUS Zenfone 3 Zoom ZE553KL Rosa com 64GB, Tela 5.5, Dual Chip, Android 6.0, 4G, Câmera Dual 12MP, Processador Octa-Core e 4GB de RAM	[[0.73029674]]
"Smartphone Multilaser Ms50 Colors Dual Chip Android 5"" Quad-Core 4 8GB 3G 8MP + 3 Cases - Branco"	"Smartphone Multilaser MS50 Colors Branco com Tela 5.0"", Dual Chip, Android 5.0, Câmera 8MP, Wi-Fi, 3G, Bluetooth e Processador Quad Core de 1.3 GHz"	[[0.70957488]]
"Smartphone Asus Zenfone Zoom S ZE553KL 64GB Android 6 Tela 5,5"" 4GB RAM Câmera Dual 12+12MP - Prata"	Smartphone ASUS Zenfone 3 Zoom ZE553KL Preto com 64GB, Tela 5.5, Dual Chip, Android 6.0, 4G, Câmera Dual 12MP, Processador Octa-Core e 4GB de RAM	[[0.79056942]]
"Smartphone Asus Zenfone Zoom S ZE553KL 64GB Android 6 Tela 5,5"" 4GB RAM Câmera Dual 12+12MP - Prata"	Smartphone ASUS Zenfone 3 Zoom ZE553KL Rosa com 64GB, Tela 5.5, Dual Chip, Android 6.0, 4G, Câmera Dual 12MP, Processador Octa-Core e 4GB de RAM	[[0.79056942]]
